district_norm,district_raw,state_raw,latitude,longitude,geocoded_name,geocoded_admin1,geocoded_admin2,resolved
nainital,Nainital,Uttar Pradesh,29.39743,79.44686,Nainital,Uttarakhand,Nainital,True
pithoragarh,Pithoragarh,Uttar Pradesh,29.58349,80.20947,Pithorāgarh,Uttarakhand,Pithoragarh,True
santal pargan,Santal Pargan,Bihar,,,,,,False
namchi,Namchi,Sikkim,27.16494,88.3638,Namchi,Sikkim,South District,True
gyalshing,Gyalshing,Sikkim,27.28952,88.25764,Gyalshing,Sikkim,West Sikkim,True
mangan,Mangan,Sikkim,27.50965,88.52206,Mangan,Sikkim,North District,True
imphal west,Imphal West,Manipur,,,,,,False
imphal east,Imphal East,Manipur,,,,,,False
new delhi,New Delhi,Delhi,28.62137,77.2148,New Delhi,National Capital Territory of Delhi,New Delhi,True
kohima,Kohima,Nagaland,25.67467,94.11099,Kohima,Nagaland,Kohima,True
vellore,Vellore,Tamil Nadu,12.9184,79.13255,Vellore,Tamil Nadu,Vellore district,True
manali,Manali,Himachal Pradesh,32.2574,77.17481,Manali,Himachal Pradesh,Kullu,True
akharpur,Akharpur,Uttar Pradesh,,,,,,False
goa,Goa,Daman and Diu,24.60243,72.72583,Goa,Rajasthan,Sirohi,True
viluppuram,Viluppuram,Tamil Nadu,,,,,,False
unakoti,Unakoti,Tripura,,,,,,False
south tripura,South Tripura,Tripura,,,,,,False
west tripura,West Tripura,Tripura,,,,,,False
dhalai,Dhalai,Tripura,24.60117,92.84785,Dhalai,Assam,Cachar,True
sepahijala,Sepahijala,Tripura,,,,,,False
gomati,Gomati,Tripura,,,,,,False
khowai,Khowai,Tripura,24.07964,91.59972,Khowai,Tripura,Khowai,True
pakur,Pakur,Bihar,24.63925,87.84239,Pakur,Jharkhand,Pakur,True
sahebganj,Sahebganj,Bihar,26.30831,84.92695,Sāhibganj,Bihar,Muzaffarpur district,True
jamtara,Jamtara,Bihar,23.963,86.80285,Jāmtāra,Jharkhand,Jamtara,True
dumka,Dumka,Bihar,24.26778,87.24855,Dumka,Jharkhand,Dumka District,True
deoghar,Deoghar,Bihar,26.25333,84.93294,Deoghara,Bihar,Muzaffarpur district,True
godda,Godda,Bihar,24.827,87.2125,Godda,Jharkhand,Godda,True
bastar,Bastar,Madhya Pradesh,23.23142,80.60603,Bastara,Madhya Pradesh,Dindori,True
bhubaneshwar,Bhubaneshwar,Odisha,,,,,,False
raigad,Raigad,Maharashtra,,,,,,False
kargil,Kargil,Jammu and Kashmir,34.55765,76.12622,Kargil,Ladakh,Kargil,True
palamu,Palamu,Bihar,22.8917,82.32698,Palāmu,Chhattisgarh,Korba,True
ukhrul,Ukhrul,Manipur,25.11957,94.36417,Ukhrul,Manipur,Ukhrul,True
kamjong,Kamjong,Manipur,24.85846,94.51549,Kamjong,Manipur,Kamjong,True
senapati,Senapati,Manipur,10.94872,79.07891,Senāpati,Tamil Nadu,Ariyalur District,True
noney,Noney,Manipur,,,,,,False
tamenglong,Tamenglong,Manipur,25.0164,93.48545,Tamenglong,Manipur,Tamenglong,True
kakching,Kakching,Manipur,24.4982,93.98126,Kakching,Manipur,Kakching,True
bishnupur,Bishnupur,Manipur,24.62845,93.76179,Bishnupur,Manipur,Bishnupur,True
chandel,Chandel,Manipur,24.32987,94.00379,Chandel,Manipur,Chandel,True
churachandpur,Churachandpur,Manipur,24.33353,93.66999,Churāchāndpur,Manipur,Churachandpur,True
jiribam,Jiribam,Manipur,24.80427,93.12148,Jiribam,Manipur,Jiribam,True
pherzawl,Pherzawl,Manipur,24.26227,93.18873,Pherzawl,Manipur,Pherzawl,True
thoubal,Thoubal,Manipur,24.63881,93.99639,Thoubāl,Manipur,Thoubal,True
tengnoupal,Tengnoupal,Manipur,24.3855,94.1472,Tengnoupal,Manipur,Tengnoupal,True
kangpokpi,Kangpokpi,Manipur,25.15273,93.97167,Kāngpokpi,Manipur,Kangpokpi,True
ranchi,Ranchi,Bihar,23.34316,85.3094,Ranchi,Jharkhand,Rānchī District,True
east khasi hills,East Khasi Hills,Meghalaya,,,,,,False
south garo hills,South Garo Hills,Meghalaya,,,,,,False
east east jaintia hills,East East Jaintia Hills,Meghalaya,,,,,,False
ri bhoi,Ri Bhoi,Meghalaya,,,,,,False
west garo hills,West Garo Hills,Meghalaya,,,,,,False
east garo hills,East Garo Hills,Meghalaya,,,,,,False
west east jaintia hills,West East Jaintia Hills,Meghalaya,,,,,,False
south west khasi hills,South West Khasi Hills,Meghalaya,,,,,,False
south west garo hills,South West Garo Hills,Meghalaya,,,,,,False
west khasi hills,West Khasi Hills,Meghalaya,,,,,,False
north garo hills,North Garo Hills,Meghalaya,,,,,,False
durg,Durg,Madhya Pradesh,24.78489,78.91872,Durgāpur,Madhya Pradesh,Tikamgarh,True
kanpur nagar,Kanpur nagar,Uttar Pradesh,,,,,,False
tiruppur,Tiruppur,Tamil Nadu,11.11541,77.35456,Tirupur,Tamil Nadu,Tiruppur,True
ariyalur,Ariyalur,Tamil Nadu,11.13849,79.07556,Ariyalūr,Tamil Nadu,Ariyalur District,True
perambalur,Perambalur,Tamil Nadu,11.23333,78.88333,Perambalur,Tamil Nadu,Perambalur,True
namakkal,Namakkal,Tamil Nadu,11.22126,78.16524,Namakkal,Tamil Nadu,Namakkal,True
krishnagiri,Krishnagiri,Tamil Nadu,12.51921,78.21382,Krishnagiri,Tamil Nadu,Krishnagiri,True
dharmapuri,Dharmapuri,Tamil Nadu,12.1277,78.15794,Dharmapuri,Tamil Nadu,Dharmapuri,True
tiruvannamalai,Tiruvannamalai,Tamil Nadu,12.22662,79.07461,Tiruvannamalai,Tamil Nadu,Tiruvannamalai,True
thiruvallur,Thiruvallur,Tamil Nadu,,,,,,False
karur,Karur,Tamil Nadu,10.95771,78.08095,Karur,Tamil Nadu,Karur,True
pondicherry,Pondicherry,Puducherry,11.9687,79.8101,Pondicherry Airport,Tamil Nadu,,True
thiruvarur,Thiruvarur,Tamil Nadu,10.77269,79.6368,Thiruvarur,Tamil Nadu,Thiruvarur District,True
kancheepuram,Kancheepuram,Tamil Nadu,,,,,,False
tirupathur,Tirupathur,Tamil Nadu,,,,,,False
ranipet,Ranipet,Tamil Nadu,12.92471,79.33331,Ranipet,Tamil Nadu,Ranipet district,True
tenkasi,Tenkasi,Tamil Nadu,8.96003,77.31525,Thenkasi,Tamil Nadu,Tenkasi district,True
dindigul,Dindigul,Tamil Nadu,10.36896,77.98036,Dindigul,Tamil Nadu,Dindigul,True
nagapattinam,Nagapattinam,Tamil Nadu,10.76377,79.84313,Nagapattinam,Tamil Nadu,Nagapattinam,True
kallakurichi,Kallakurichi,Tamil Nadu,11.73379,78.95925,Kallakurichi,Tamil Nadu,Kallakurichi district,True
kanniyakumariumari,Kanniyakumariumari,Tamil Nadu,,,,,,False
thoothukkudi,Thoothukkudi,Tamil Nadu,,,,,,False
virudhunagar,Virudhunagar,Tamil Nadu,,,,,,False
theni,Theni,Tamil Nadu,10.01115,77.47772,Theni,Tamil Nadu,Theni District,True
sivaganga,Sivaganga,Tamil Nadu,9.84701,78.48358,Sivaganga,Tamil Nadu,Sivaganga,True
marathwada,Marathwada,Maharashtra,,,,,,False
surguja,Surguja,Chhattisgarh,22.41798,82.46992,Surgujāpāra,Chhattisgarh,Korba,True
leh ladakh,Leh ladakh,Jammu and Kashmir,,,,,,False
yanam,Yanam,Puducherry,16.73308,82.21364,Yanam,Andhra Pradesh,East Godavari,True
mahe,Mahe,Puducherry,11.70172,75.53474,Mahē,Kerala,,True
karaikal,Karaikal,Puducherry,10.91667,79.83333,Kāraikāl,Puducherry,Karaikal,True
sivasagar amd sonitpur,Sivasagar amd Sonitpur,Assam,,,,,,False
west singhbhum,West Singhbhum,Bihar,,,,,,False
29 districts affected,29 districts affected,Uttar Pradesh,,,,,,False
south kashmir,South Kashmir,Jammu and Kashmir,,,,,,False
kashmir,Kashmir,Jammu and Kashmir,31.33637,77.17505,Kashmīr,Himachal Pradesh,Mandi,True
purba medinipur,Purba Medinipur,West Bengal,,,,,,False
rajnandgaon,Rajnandgaon,Madhya Pradesh,,,,,,False
south assam,South Assam,Assam,,,,,,False
itanagar,Itanagar,Arunachal Pradesh,27.08694,93.60987,Itanagar,,Papum Pare District,True
kolasib,Kolasib,Mizoram,24.22388,92.67869,Kolasib,Mizoram,Kolasib District,True
mamit,Mamit,Mizoram,23.92703,92.48968,Mamit,Mizoram,Mamit district,True
champhai,Champhai,Mizoram,,,,,,False
aizawl,Aizawl,Mizoram,23.72894,92.71791,Aizawl,Mizoram,Aizawl district,True
serchhip,Serchhip,Mizoram,23.29312,92.84679,Serchhīp,Mizoram,Serchhip district,True
lawngtlai,Lawngtlai,Mizoram,22.53254,92.89902,Lawngtlai,Mizoram,Lawngtlai,True
lunglei,Lunglei,Mizoram,22.89247,92.74218,Lunglei,Mizoram,Lunglei district,True
siaha,Siaha,Mizoram,,,,,,False
mancachar,Mancachar,Assam,,,,,,False
3 out of 8 districts,3 out of 8 districts,Manipur,,,,,,False
haridwar,Haridwar,Uttar Pradesh,29.94791,78.16025,Haridwar,Uttarakhand,Haridwar,True
phek,Phek,Nagaland,25.66667,94.5,Phek,Manipur,,True
dimapur,Dimapur,Nagaland,25.91174,93.7217,Dimāpur,Nagaland,Dimapur,True
longleng,Longleng,Nagaland,26.48989,94.81772,Longleng,Nagaland,Longleng,True
mokokchung,Mokokchung,Nagaland,26.3248,94.51834,Mokokchūng,Nagaland,Mokokchung District,True
tuensang,Tuensang,Nagaland,26.26704,94.82415,Tuensang,Nagaland,Tuensang,True
mon,Mon,Nagaland,26.73583,95.05841,Mon,Nagaland,Mon,True
peren,Peren,Nagaland,25.56743,93.76056,Lakema,Nagaland,Peren District,True
wokha,Wokha,Nagaland,26.09717,94.25817,Wokha,Nagaland,Wokha,True
zunheboto,Zunheboto,Nagaland,25.96667,94.51667,Zunheboto,Nagaland,Zunheboto,True
kiphire,Kiphire,Nagaland,25.86785,94.78572,Kiphire,Nagaland,Kiphire District,True
bijapur surendranagar,Bijapur Surendranagar,Karnataka,,,,,,False
pashchimi west singhbhum,Pashchimi West Singhbhum,Bihar,,,,,,False
purbi west singhbhum,Purbi West Singhbhum,Bihar,,,,,,False
neighbourhood,neighbourhood,West Bengal,,,,,,False
paschim medinipur,Paschim Medinipur,West Bengal,,,,,,False
jaloree,Jaloree,Rajasthan,,,,,,False
sri muktsar sahib,Sri Muktsar Sahib,Punjab,,,,,,False
udam singh nagar,Udam Singh Nagar,Uttar Pradesh,,,,,,False
champawat,Champawat,Uttar Pradesh,29.33501,80.07783,Champawat,Uttarakhand,Champawat,True
bageshwar,Bageshwar,Uttar Pradesh,29.83738,79.77161,Bāgeshwar,Uttarakhand,Bageshwar,True
ananthapuramu,Ananthapuramu,Andhra Pradesh,,,,,,False
east uttar kashi pradesh,East Uttar Kashi Pradesh,Uttar Pradesh,,,,,,False
many parts of the state,Many parts of the State,Punjab,,,,,,False
uttar kashi,Uttar Kashi,West Bengal,,,,,,False
rudra prayag,Rudra Prayag,Uttar Pradesh,,,,,,False
east jaintia hills,East Jaintia Hills,Meghalaya,,,,,,False
many parts,Many parts,Madhya Pradesh,,,,,,False
uttar kashi bastar kanker,Uttar Kashi Bastar Kanker,Madhya Pradesh,,,,,,False
jagdalpur,Jagdalpur,Madhya Pradesh,19.0743,82.0368,Jagdalpur Airport,Madhya Pradesh,,True
dhamtari,Dhamtari,Madhya Pradesh,20.70718,81.54874,Dhamtari,Chhattisgarh,Dhamtari,True
jashpur,Jashpur,Madhya Pradesh,22.88783,84.13864,Jashpur Nagar,Chhattisgarh,Jashpur,True
northern parts,Northern parts,Gujarat,,,,,,False
uttar kashia,Uttar Kashia,Karnataka,,,,,,False
some parts,Some parts,Gujarat,,,,,,False
most parts,Most parts,Uttar Pradesh,,,,,,False
14 districts,14 districts,Odisha,,,,,,False
11 districts,11 districts,Odisha,,,,,,False
6 districts,6 districts,Arunachal Pradesh,,,,,,False
southern parts,Southern parts,Kerala,,,,,,False
bagalkotee belagavi,Bagalkotee Belagavi,Karnataka,,,,,,False
chamarajanagaraa hassan,Chamarajanagaraa Hassan,Karnataka,,,,,,False
ernakulam ant thiruvananthapuram,Ernakulam ant Thiruvananthapuram,Kerala,,,,,,False
malikkeri,Malikkeri,Kerala,,,,,,False
chhatisgarh,Chhatisgarh,Madhya Pradesh,,,,,,False
dhanbad,Dhanbad,Jharkhand,23.79759,86.42992,Dhanbad,Jharkhand,Dhanbad District,True
garhwa,Garhwa,Jharkhand,24.16002,83.80755,Garhwa,Jharkhand,Garhwa,True
chatra,Chatra,Jharkhand,24.20645,84.87085,Chatrā,Jharkhand,Chatra,True
giridih,Giridih,Jharkhand,24.18622,86.30875,Giridih,Jharkhand,Giridih,True
latehar,Latehar,Jharkhand,23.74423,84.49984,Lātehār,Jharkhand,Latehar,True
simdega,Simdega,Jharkhand,22.61523,84.50208,Simdega,Jharkhand,Simdega,True
koderma,Koderma,Jharkhand,,,,,,False
hazaribagh,Hazaribagh,Jharkhand,23.99241,85.36162,Hazaribagh,Jharkhand,Hazāribāgh District,True
bokaro,Bokaro,Jharkhand,23.66934,86.15161,Bokaro,Jharkhand,Bokaro district,True
saraikela kharsawan,Saraikela Kharsawan,Jharkhand,,,,,,False
khunti,Khunti,Jharkhand,23.07602,85.27818,Khunti,Jharkhand,Khunti District,True
lohardaga,Lohardaga,Jharkhand,23.43305,84.67992,Lohārdagā,Jharkhand,Lohardaga,True
gumla,Gumla,Jharkhand,23.04268,84.54429,Gumlā,Jharkhand,Gumla,True
west madhya pradesh,West Madhya Pradesh,Madhya Pradesh,,,,,,False
jawad,Jawad,Madhya Pradesh,24.59916,74.86261,Jāwad,Madhya Pradesh,Neemuch District,True
palampur,Palampur,Gujarat,32.11453,76.55681,Pālampur,Himachal Pradesh,Kāngra District,True
adjoining areas,adjoining areas,Himachal Pradesh,,,,,,False
many districts of south bengal,Many districts of South Bengal,West Bengal,,,,,,False
bagalkote,Bagalkote,Karnataka,,,,,,False
21 districts of assam,21 districts of Assam,Assam,,,,,,False
ernakulam kannur,Ernakulam Kannur,Kerala,,,,,,False
most of the districts,Most of the districts,Andhra Pradesh,,,,,,False
many districts of uttar kashi pradesh,Many districts of Uttar Kashi Pradesh,Uttar Pradesh,,,,,,False
lower subansiri,Lower Subansiri,Arunachal Pradesh,,,,,,False
bhandara chandrapur,Bhandara Chandrapur,Maharashtra,,,,,,False
chamarajanagaraa davangere,Chamarajanagaraa Davangere,Karnataka,,,,,,False
chikodi,Chikodi,Karnataka,16.42898,74.58591,Chikodi,Karnataka,Belgaum district,True
east west purba purba medinipur,East & West Purba Purba Medinipur,West Bengal,,,,,,False
parts of sikkim,Parts of Sikkim,Sikkim,,,,,,False
kochi,Kochi,Kerala,9.93988,76.26022,Kochi,Kerala,Ernakulam District,True
mangalbari,Mangalbari,West Bengal,,,,,,False
parts of orissa,Parts of Orissa,Odisha,,,,,,False
some districts of punjab,Some districts of Punjab,Punjab,,,,,,False
narayanpur,Narayanpur,Chhattisgarh,19.71794,81.24437,Nārāinpur,Chhattisgarh,Narayanpur,True
kollam kozhikode,Kollam Kozhikode,Kerala,,,,,,False
coastal districts of andhra pradesh,coastal districts of Andhra Pradesh,Andhra Pradesh,,,,,,False
many districts of tamil nadu,Many districts of Tamil Nadu.,Tamil Nadu,,,,,,False
parts of karnataka,Parts of Karnataka,Karnataka,,,,,,False
kabeerdham,Kabeerdham,Chhattisgarh,,,,,,False
heavy rains hazaribagh,Heavy rains Hazaribagh,Jharkhand,,,,,,False
parts of uttar kashiakhand,Parts of Uttar Kashiakhand,Uttarakhand,,,,,,False
bagalkoteebijapur,BagalkoteeBijapur,Karnataka,,,,,,False
mahasamund,Mahasamund,Chhattisgarh,21.10743,82.0948,Mahāsamund,Chhattisgarh,Mahasamund,True
korba,Korba,Chhattisgarh,22.3458,82.69633,Korba,Chhattisgarh,Korba,True
janjgir champa,Janjgir-Champa,Chhattisgarh,,,,,,False
19 districts of orissa,19 districts of Orissa,Odisha,,,,,,False
parts of jammu,Parts of Jammu,Jammu and Kashmir,,,,,,False
districts of cauvery delta zone,Districts of Cauvery delta zone,Tamil Nadu,,,,,,False
districts of cauvery delta,Districts of Cauvery delta,Tamil Nadu,,,,,,False
north and middle andaman,North And Middle Andaman,Andaman & Nicobar Islands,,,,,,False
14 districts of assam,14 districts of Assam,Assam,,,,,,False
neighborhood,neighborhood,Chhattisgarh,,,,,,False
different parts of jammu,Different parts of Jammu,Jammu and Kashmir,,,,,,False
pak,Pak,Arunachal Pradesh,23.86238,76.66032,Pāka,Madhya Pradesh,Rajgarh,True
most upper lower subansiri,Most Upper Lower Subansiri,Arunachal Pradesh,,,,,,False
east west godavari,East & West Godavari,Andhra Pradesh,,,,,,False
ntr,Ntr,Andhra Pradesh,,,,,,False
palnadu,Palnadu,Andhra Pradesh,,,,,,False
many parts of tamil nadu,Many parts of Tamil Nadu.,Tamil Nadu,,,,,,False
south andamans,South Andamans,Andaman & Nicobar Islands,,,,,,False
parts of lahul spitti,Parts of Lahul & Spitti,Himachal Pradesh,,,,,,False
chamarajanagaraa gadag,Chamarajanagaraa Gadag,Karnataka,,,,,,False
parts of jharkhand,Parts of Jharkhand,Jharkhand,,,,,,False
mungeli,Mungeli,Chhattisgarh,22.06566,81.68543,Mungeli,Chhattisgarh,Mungeli,True
26 districts of rajasthan,26 districts of Rajasthan,Rajasthan,,,,,,False
urban,Urban,Karnataka,13.85235,75.91578,Urbāni,Karnataka,Davangere,True
rural,Rural,Karnataka,,,,,,False
parts of meghalaya,Parts of Meghalaya,Meghalaya,,,,,,False
darjeelingm,Darjeelingm,West Bengal,,,,,,False
parts of rajasthan,Parts of Rajasthan,Rajasthan,,,,,,False
nabarangpur,Nabarangpur,Odisha,19.23114,82.54826,Nowrangapur,Odisha,Nabarangapur District,True
kanniyakumari,Kanniyakumari,Tamil Nadu,8.09008,77.53841,Kanniyākumāri,Tamil Nadu,Kanniyakumari,True
devbhumi dwarka,Devbhumi Dwarka,Gujarat,,,,,,False
udaiur,Udaiur,Gujarat,,,,,,False
parts of maharashtra,Parts of Maharashtra,Maharashtra,,,,,,False
gadchiroli yavotmal,Gadchiroli Yavotmal,Maharashtra,,,,,,False
north westdusar,North westdusar,West Bengal,,,,,,False
east west singhbhum,East West Singhbhum,Jharkhand,,,,,,False
yadadri yadadri bhuvanagiri,Yadadri Yadadri Bhuvanagiri,Telangana,,,,,,False
nagarkoil,Nagarkoil,Tamil Nadu,,,,,,False
bagalkotee ballari,Bagalkotee Ballari,Karnataka,,,,,,False
bemetara,Bemetara,Chhattisgarh,21.71556,81.53423,Bemetāra,Chhattisgarh,Bemetara,True
dakshin bastar dantewada,Dakshin Bastar Dantewada,Chhattisgarh,,,,,,False
bagalkotee bengaluru urban,Bagalkotee Bengaluru Urban,Karnataka,,,,,,False
sshrawasti parts of east u p,SShrawasti & Parts of East U.P.,Uttar Pradesh,,,,,,False
central part of uttar kashi pradesh,Central Part of Uttar Kashi Pradesh,Uttar Pradesh,,,,,,False
shrawasti,Shrawasti,Uttar Pradesh,,,,,,False
parts of telangana,Parts of Telangana,Telangana,,,,,,False
parts of uttar pradesh,Parts of Uttar Pradesh,Uttar Pradesh,,,,,,False
parts of himachal pradesh,Parts of Himachal Pradesh,Himachal Pradesh,,,,,,False
chamarajanagaraa kalaburagi,Chamarajanagaraa  Kalaburagi,Karnataka,,,,,,False
bagalkotee udupi,Bagalkotee Udupi,Karnataka,,,,,,False
south salmara mancachar mankachar,South Salmara Mancachar - Mankachar,Assam,,,,,,False
chamarajanagaraa chikkaballapura,Chamarajanagaraa Chikkaballapura,Karnataka,,,,,,False
chamarajanagaraa chitradurga,Chamarajanagaraa Chitradurga,Karnataka,,,,,,False
parts of west bengal,Parts of West Bengal,West Bengal,,,,,,False
hyderabad parts of telangana,Hyderabad & Parts of Telangana,Telangana,,,,,,False
parts of nagaland,Parts of Nagaland,Nagaland,,,,,,False
balodabazar bhatapara,Balodabazar-Bhatapara,Chhattisgarh,,,,,,False
kokrajhar darrang,Kokrajhar Darrang,Assam,,,,,,False
bhadradri bhadradri kothagudem,Bhadradri Bhadradri Kothagudem,Telangana,,,,,,False
parts of andhra pradesh,Parts of Andhra Pradesh,Andhra Pradesh,,,,,,False
several other andhra pradesh,several other district (Andhra Pradesh),Andhra Pradesh,,,,,,False
various parts of nagaland,& various parts of Nagaland,Nagaland,,,,,,False
bhadradri kothagudem,Bhadradri Kothagudem,Telangana,,,,,,False
yadadri bhuvanagiri,Yadadri Bhuvanagiri,Telangana,,,,,,False
sukma,Sukma,Chhattisgarh,18.39014,81.65941,Sukma,Chhattisgarh,Sukma,True
the dangs,The Dangs,Gujarat,,,,,,False
balod,Balod,Chhattisgarh,20.73081,81.20578,Balod,Chhattisgarh,Balod,True
chamarajanagara,Chamarajanagara,Karnataka,,,,,,False
korea,Korea,Chhattisgarh,23.15,83.96667,Korea,Chhattisgarh,Jashpur,True
