uei,district_norm,state,issue_date,label,latitude,longitude,n_missing_features,rain_prev_3d_mm,rain_prev_7d_mm,rain_prev_14d_mm,et0_prev_7d_mm,forecast_rain_0_24h_mm,forecast_rain_24_48h_mm,river_discharge_current_m3s,river_discharge_change_pct,elevation_m,slope_proxy_pct,historical_flood_event_count_district,historical_flood_years_count,distance_to_nearest_recorded_flood_event_km,days_since_last_recorded_flood
NEG-baksa-2017-01-14,baksa,,2017-01-14,0,28.7643,78.00321,0,0.0,34.0,49.0,16.29,0.7,0.2,0.12,-66.7,217.0,0.541,29,18,0.0,209.0
NEG-baksa-2020-06-20,baksa,,2020-06-20,0,28.7643,78.00321,0,0.5,4.0,6.4,43.39,2.8,0.9,0.12,0.0,217.0,0.541,32,20,0.0,164.0
NEG-baksa-2017-05-18,baksa,,2017-05-18,0,28.7643,78.00321,0,2.4000000000000004,4.0,7.4,51.96999999999999,0.1,0.0,0.12,0.0,217.0,0.541,29,18,0.0,333.0
NEG-baksa-2018-12-24,baksa,,2018-12-24,0,28.7643,78.00321,0,0.0,0.0,1.4,15.34,0.0,0.0,0.11,0.0,217.0,0.541,29,18,0.0,918.0
NEG-baksa-2023-12-12,baksa,,2023-12-12,0,28.7643,78.00321,0,0.0,0.0,9.0,16.889999999999997,0.0,0.0,0.11,0.0,217.0,0.541,139,22,0.0,107.0
NEG-baksa-2017-11-24,baksa,,2017-11-24,0,28.7643,78.00321,0,0.0,0.2,0.2,22.500000000000004,0.0,0.0,0.11,-15.4,217.0,0.541,29,18,0.0,523.0
NEG-baksa-2018-10-26,baksa,,2018-10-26,0,28.7643,78.00321,0,0.0,0.0,0.1,27.650000000000006,0.0,0.0,0.12,-7.7,217.0,0.541,29,18,0.0,859.0
NEG-baksa-2018-02-19,baksa,,2018-02-19,0,28.7643,78.00321,0,0.0,1.1,2.4000000000000004,22.58,0.0,0.0,0.12,-25.0,217.0,0.541,29,18,0.0,610.0
NEG-baksa-2021-09-07,baksa,,2021-09-07,0,28.7643,78.00321,0,6.8,28.900000000000002,46.199999999999996,25.450000000000003,1.9,3.6,0.2,-13.0,217.0,0.541,32,20,0.0,608.0
NEG-baksa-2022-11-12,baksa,,2022-11-12,0,28.7643,78.00321,0,3.9,4.2,4.2,19.59,0.0,0.0,0.13,-13.3,217.0,0.541,117,21,0.0,116.0
NEG-baksa-2018-02-05,baksa,,2018-02-05,0,28.7643,78.00321,0,0.0,0.0,11.8,23.74,0.0,0.0,0.12,33.3,217.0,0.541,29,18,0.0,596.0
NEG-baksa-2021-03-26,baksa,,2021-03-26,0,28.7643,78.00321,0,0.1,0.30000000000000004,0.30000000000000004,39.08,0.0,0.0,0.12,0.0,217.0,0.541,32,20,0.0,443.0
NEG-baksa-2020-10-17,baksa,,2020-10-17,0,28.7643,78.00321,0,0.2,0.2,0.2,29.34,0.0,0.0,0.12,0.0,217.0,0.541,32,20,0.0,283.0
NEG-baksa-2017-02-21,baksa,,2017-02-21,0,28.7643,78.00321,0,0.4,0.4,0.4,25.49,0.0,0.0,0.12,0.0,217.0,0.541,29,18,0.0,247.0
NEG-baksa-2015-12-17,baksa,,2015-12-17,0,28.7643,78.00321,0,0.0,0.5,0.5,17.21,0.0,0.0,0.1,0.0,217.0,0.541,28,17,0.0,107.0
NEG-baksa-2017-09-15,baksa,,2017-09-15,0,28.7643,78.00321,0,0.1,1.7000000000000002,34.0,31.36,0.0,0.0,0.19,-71.2,217.0,0.541,29,18,0.0,453.0
NEG-baksa-2023-01-28,baksa,,2023-01-28,0,28.7643,78.00321,0,2.5,4.0,4.0,16.47,2.6,26.4,0.11,0.0,217.0,0.541,117,21,0.0,193.0
NEG-baksa-2019-07-23,baksa,,2019-07-23,0,28.7643,78.00321,0,14.600000000000001,87.5,134.70000000000002,24.35,27.2,19.4,0.39,5.4,217.0,0.541,29,18,0.0,1129.0
NEG-baksa-2020-06-24,baksa,,2020-06-24,0,28.7643,78.00321,0,6.1,6.699999999999999,10.2,41.05,0.7,1.3,0.16,33.3,217.0,0.541,32,20,0.0,168.0
NEG-baksa-2021-03-24,baksa,,2021-03-24,0,28.7643,78.00321,0,0.30000000000000004,0.30000000000000004,0.5,36.839999999999996,0.0,0.0,0.12,0.0,217.0,0.541,32,20,0.0,441.0
NEG-baksa-2017-09-11,baksa,,2017-09-11,0,28.7643,78.00321,0,0.7999999999999999,8.7,68.89999999999999,29.39,0.0,0.0,0.41,-53.4,217.0,0.541,29,18,0.0,449.0
NEG-baksa-2022-09-29,baksa,,2022-09-29,0,28.7643,78.00321,0,0.7,120.39999999999999,167.9,19.73,0.0,0.0,0.92,124.4,217.0,0.541,117,21,0.0,72.0
NEG-baksa-2020-05-04,baksa,,2020-05-04,0,28.7643,78.00321,0,17.4,24.599999999999998,30.9,35.51,0.3,0.0,0.16,-27.3,217.0,0.541,32,20,0.0,117.0
NEG-baksa-2022-03-30,baksa,,2022-03-30,0,28.7643,78.00321,0,0.0,0.0,0.0,49.480000000000004,0.0,0.0,0.12,0.0,217.0,0.541,32,20,0.0,812.0
NEG-baksa-2022-12-25,baksa,,2022-12-25,0,28.7643,78.00321,0,0.0,0.0,0.0,15.07,0.0,0.0,0.11,0.0,217.0,0.541,117,21,0.0,159.0
NEG-baksa-2020-07-03,baksa,,2020-07-03,0,28.7643,78.00321,0,1.5,6.0,17.5,40.45,1.1,1.9,0.12,-25.0,217.0,0.541,32,20,0.0,177.0
NEG-baksa-2023-11-22,baksa,,2023-11-22,0,28.7643,78.00321,0,0.0,0.0,11.0,18.61,0.0,0.0,0.12,-7.7,217.0,0.541,139,22,0.0,87.0
NEG-baksa-2015-03-12,baksa,,2015-03-12,0,28.7643,78.00321,0,8.1,16.9,84.89999999999999,27.200000000000003,0.8,0.6,0.16,-27.3,217.0,0.541,24,17,0.0,21.0
NEG-baksa-2016-01-17,baksa,,2016-01-17,0,28.7643,78.00321,0,0.0,0.2,1.2,17.569999999999997,0.0,0.0,0.09,0.0,217.0,0.541,28,17,0.0,138.0
NEG-baksa-2018-04-20,baksa,,2018-04-20,0,28.7643,78.00321,0,0.0,2.2,25.2,51.45,0.0,0.0,0.12,0.0,217.0,0.541,29,18,0.0,670.0
NEG-baksa-2017-06-26,baksa,,2017-06-26,0,28.7643,78.00321,0,0.8,12.3,15.900000000000002,37.34,8.9,33.9,0.16,0.0,217.0,0.541,29,18,0.0,372.0
NEG-baksa-2019-07-15,baksa,,2019-07-15,0,28.7643,78.00321,0,4.3,41.70000000000001,54.300000000000004,31.89,47.4,9.3,0.26,18.2,217.0,0.541,29,18,0.0,1121.0
NEG-baksa-2022-10-04,baksa,,2022-10-04,0,28.7643,78.00321,0,0.0,0.1,133.6,29.17,1.4,0.3,0.48,-61.0,217.0,0.541,117,21,0.0,77.0
NEG-baksa-2017-09-23,baksa,,2017-09-23,0,28.7643,78.00321,0,185.79999999999998,187.1,188.1,25.039999999999996,1.2,0.0,12.24,6342.1,217.0,0.541,29,18,0.0,461.0
NEG-baksa-2018-06-08,baksa,,2018-06-08,0,28.7643,78.00321,0,4.3,7.7,16.5,45.650000000000006,7.1,1.4,0.16,33.3,217.0,0.541,29,18,0.0,719.0
NEG-baksa-2021-07-10,baksa,,2021-07-10,0,28.7643,78.00321,0,0.8,1.8,2.2,40.089999999999996,5.7,1.2,0.12,0.0,217.0,0.541,32,20,0.0,549.0
NEG-baksa-2019-02-20,baksa,,2019-02-20,0,28.7643,78.00321,0,0.9,17.799999999999997,65.2,16.61,0.0,0.7,0.16,0.0,217.0,0.541,29,18,0.0,976.0
NEG-baksa-2020-04-22,baksa,,2020-04-22,0,28.7643,78.00321,0,0.5,1.0,1.1,40.81,0.0,0.0,0.12,0.0,217.0,0.541,32,20,0.0,105.0
NEG-baksa-2021-03-17,baksa,,2021-03-17,0,28.7643,78.00321,0,0.0,0.2,0.2,33.21,0.0,0.0,0.12,0.0,217.0,0.541,32,20,0.0,434.0
NEG-baksa-2020-12-14,baksa,,2020-12-14,0,28.7643,78.00321,0,2.8,2.8,2.8,16.65,0.0,0.0,0.11,0.0,217.0,0.541,32,20,0.0,341.0
NEG-baksa-2018-11-09,baksa,,2018-11-09,0,28.7643,78.00321,0,0.0,1.6,1.6,23.439999999999998,0.0,0.0,0.12,0.0,217.0,0.541,29,18,0.0,873.0
NEG-baksa-2023-05-14,baksa,,2023-05-14,0,28.7643,78.00321,0,0.0,0.0,32.800000000000004,46.79,0.0,0.0,0.16,-15.8,217.0,0.541,117,21,0.0,299.0
NEG-baksa-2021-03-04,baksa,,2021-03-04,0,28.7643,78.00321,0,0.0,0.0,0.0,34.7,0.0,0.0,0.12,0.0,217.0,0.541,32,20,0.0,421.0
NEG-baksa-2018-09-16,baksa,,2018-09-16,0,28.7643,78.00321,0,0.30000000000000004,5.7,78.69999999999999,29.309999999999995,0.0,0.0,0.44,-56.0,217.0,0.541,29,18,0.0,819.0
NEG-baksa-2018-12-12,baksa,,2018-12-12,0,28.7643,78.00321,0,0.5,0.5,0.5,16.68,0.1,0.0,0.11,0.0,217.0,0.541,29,18,0.0,906.0
NEG-baksa-2022-11-18,baksa,,2022-11-18,0,28.7643,78.00321,0,0.0,0.0,4.2,23.59,0.0,0.0,0.14,7.7,217.0,0.541,117,21,0.0,122.0
NEG-baksa-2020-02-02,baksa,,2020-02-02,0,28.7643,78.00321,0,0.1,13.499999999999998,13.499999999999998,15.14,0.0,0.0,0.14,16.7,217.0,0.541,32,20,0.0,25.0
NEG-baksa-2018-01-14,baksa,,2018-01-14,0,28.7643,78.00321,0,0.0,0.0,0.0,17.54,0.0,0.0,0.11,0.0,217.0,0.541,29,18,0.0,574.0
NEG-baksa-2018-06-09,baksa,,2018-06-09,0,28.7643,78.00321,0,4.3,4.3,16.5,44.959999999999994,1.4,0.0,0.16,33.3,217.0,0.541,29,18,0.0,720.0
NEG-baksa-2017-10-26,baksa,,2017-10-26,0,28.7643,78.00321,0,0.0,0.0,0.0,28.500000000000004,0.0,0.0,0.14,-12.5,217.0,0.541,29,18,0.0,494.0
NEG-baksa-2017-08-02,baksa,,2017-08-02,0,28.7643,78.00321,0,23.799999999999997,30.799999999999997,72.20000000000002,22.96,3.3,8.1,3.3,1400.0,217.0,0.541,29,18,0.0,409.0
NEG-baksa-2016-05-09,baksa,,2016-05-09,0,28.7643,78.00321,0,2.3,5.8999999999999995,5.8999999999999995,45.03,0.4,0.0,0.12,0.0,217.0,0.541,28,17,0.0,251.0
NEG-baksa-2023-02-02,baksa,,2023-02-02,0,28.7643,78.00321,0,26.4,29.5,33.0,14.690000000000001,0.0,0.0,0.12,9.1,217.0,0.541,117,21,0.0,198.0
NEG-baksa-2017-02-27,baksa,,2017-02-27,0,28.7643,78.00321,0,0.0,0.30000000000000004,0.5,34.92,0.0,1.4,0.12,0.0,217.0,0.541,29,18,0.0,253.0
NEG-baksa-2018-07-16,baksa,,2018-07-16,0,28.7643,78.00321,0,19.5,35.4,54.7,28.16,4.6,3.9,0.31,121.4,217.0,0.541,29,18,0.0,757.0
NEG-baksa-2016-05-04,baksa,,2016-05-04,0,28.7643,78.00321,0,0.4,0.4,0.4,54.800000000000004,0.8,0.0,0.12,0.0,217.0,0.541,28,17,0.0,246.0
NEG-baksa-2023-05-01,baksa,,2023-05-01,0,28.7643,78.00321,0,2.3,2.5999999999999996,2.6999999999999997,36.69,8.3,15.4,0.25,108.3,217.0,0.541,117,21,0.0,286.0
NEG-baksa-2021-01-03,baksa,,2021-01-03,0,28.7643,78.00321,0,0.4,1.9,1.9,14.52,3.2,1.0,0.12,9.1,217.0,0.541,32,20,0.0,361.0
NEG-baksa-2023-07-19,baksa,,2023-07-19,0,28.7643,78.00321,0,34.9,80.60000000000001,198.4,26.44,0.1,2.0,0.87,38.1,217.0,0.541,138,22,0.0,14.0
NEG-baksa-2022-09-27,baksa,,2022-09-27,0,28.7643,78.00321,0,46.4,133.5,176.70000000000002,18.31,0.1,0.0,1.23,434.8,217.0,0.541,117,21,0.0,70.0
NEG-baksa-2017-01-28,baksa,,2017-01-28,0,28.7643,78.00321,0,29.0,29.0,30.3,17.05,0.0,0.0,0.22,144.4,217.0,0.541,29,18,0.0,223.0
NEG-baksa-2017-02-23,baksa,,2017-02-23,0,28.7643,78.00321,0,0.30000000000000004,0.5,0.5,26.46,0.0,0.0,0.12,0.0,217.0,0.541,29,18,0.0,249.0
NEG-baksa-2017-06-05,baksa,,2017-06-05,0,28.7643,78.00321,0,0.0,6.6,11.899999999999999,50.9,0.0,0.2,0.12,0.0,217.0,0.541,29,18,0.0,351.0
NEG-baksa-2023-04-14,baksa,,2023-04-14,0,28.7643,78.00321,0,0.0,0.0,31.3,51.86000000000001,0.0,0.0,0.12,-25.0,217.0,0.541,117,21,0.0,269.0
NEG-baksa-2020-06-06,baksa,,2020-06-06,0,28.7643,78.00321,0,0.5,4.5,8.8,36.46,1.5,0.1,0.16,-27.3,217.0,0.541,32,20,0.0,150.0
NEG-baksa-2018-02-06,baksa,,2018-02-06,0,28.7643,78.00321,0,0.0,0.0,11.8,23.880000000000003,0.0,0.0,0.12,33.3,217.0,0.541,29,18,0.0,597.0
NEG-baksa-2023-02-15,baksa,,2023-02-15,0,28.7643,78.00321,0,0.0,0.0,0.0,28.95,0.0,0.0,0.12,0.0,217.0,0.541,117,21,0.0,211.0
NEG-baksa-2021-08-11,baksa,,2021-08-11,0,28.7643,78.00321,0,20.200000000000003,41.3,110.79999999999998,28.900000000000002,0.0,0.1,0.73,-30.5,217.0,0.541,32,20,0.0,581.0
NEG-baksa-2020-11-18,baksa,,2020-11-18,0,28.7643,78.00321,0,1.7000000000000002,1.7000000000000002,1.7000000000000002,20.97,0.0,0.0,0.14,16.7,217.0,0.541,32,20,0.0,315.0
NEG-baksa-2021-09-10,baksa,,2021-09-10,0,28.7643,78.00321,0,14.1,29.799999999999997,54.4,25.290000000000003,18.6,4.0,0.23,-28.1,217.0,0.541,32,20,0.0,611.0
NEG-baksa-2018-03-05,baksa,,2018-03-05,0,28.7643,78.00321,0,0.1,0.1,3.8000000000000003,30.56,0.0,0.0,0.12,0.0,217.0,0.541,29,18,0.0,624.0
NEG-baksa-2016-02-16,baksa,,2016-02-16,0,28.7643,78.00321,0,0.4,0.4,5.0,24.6,0.0,0.0,0.11,0.0,217.0,0.541,28,17,0.0,168.0
NEG-baksa-2017-03-06,baksa,,2017-03-06,0,28.7643,78.00321,0,0.0,1.4,1.7,33.519999999999996,0.0,2.9,0.12,0.0,217.0,0.541,29,18,0.0,260.0
NEG-baksa-2018-04-28,baksa,,2018-04-28,0,28.7643,78.00321,0,0.6,0.6,3.8000000000000003,53.64,3.5,2.5,0.12,0.0,217.0,0.541,29,18,0.0,678.0
NEG-baksa-2017-07-20,baksa,,2017-07-20,0,28.7643,78.00321,0,6.6,22.800000000000004,49.0,30.97,7.8,5.2,0.22,-15.4,217.0,0.541,29,18,0.0,396.0
NEG-baksa-2019-01-18,baksa,,2019-01-18,0,28.7643,78.00321,0,0.0,0.0,1.9,17.53,0.0,0.0,0.09,-25.0,217.0,0.541,29,18,0.0,943.0
NEG-baksa-2017-01-04,baksa,,2017-01-04,0,28.7643,78.00321,0,2.1,2.1,3.4,15.849999999999998,0.0,12.9,0.11,0.0,217.0,0.541,29,18,0.0,199.0
NEG-baksa-2018-05-23,baksa,,2018-05-23,0,28.7643,78.00321,0,0.0,0.7,6.7,49.25,0.7,0.0,0.12,0.0,217.0,0.541,29,18,0.0,703.0
NEG-baksa-2022-12-10,baksa,,2022-12-10,0,28.7643,78.00321,0,0.0,0.0,0.0,17.42,0.0,0.0,0.11,0.0,217.0,0.541,117,21,0.0,144.0
NEG-baksa-2020-12-27,baksa,,2020-12-27,0,28.7643,78.00321,0,0.0,0.0,0.0,15.639999999999999,1.1,0.0,0.11,0.0,217.0,0.541,32,20,0.0,354.0
NEG-baksa-2016-06-02,baksa,,2016-06-02,0,28.7643,78.00321,0,5.9,13.7,56.0,42.03,0.0,0.0,0.16,-27.3,217.0,0.541,28,17,0.0,275.0
NEG-baksa-2018-01-28,baksa,,2018-01-28,0,28.7643,78.00321,0,0.0,11.8,11.8,15.839999999999998,0.0,0.0,0.12,9.1,217.0,0.541,29,18,0.0,588.0
NEG-baksa-2015-08-12,baksa,,2015-08-12,0,28.7643,78.00321,0,26.200000000000003,76.60000000000001,94.60000000000001,16.81,1.4,12.1,0.52,26.8,217.0,0.541,26,17,0.0,29.0
NEG-baksa-2021-03-16,baksa,,2021-03-16,0,28.7643,78.00321,0,0.0,0.2,0.2,31.689999999999998,0.0,0.0,0.12,0.0,217.0,0.541,32,20,0.0,433.0
NEG-baksa-2018-04-11,baksa,,2018-04-11,0,28.7643,78.00321,0,1.1,11.600000000000001,13.000000000000002,36.37,0.0,0.0,0.12,0.0,217.0,0.541,29,18,0.0,661.0
NEG-baksa-2022-10-27,baksa,,2022-10-27,0,28.7643,78.00321,0,0.0,0.0,0.0,25.36,0.0,0.0,0.46,-60.3,217.0,0.541,117,21,0.0,100.0
NEG-baksa-2016-06-01,baksa,,2016-06-01,0,28.7643,78.00321,0,12.0,14.700000000000001,56.0,41.63,0.0,0.0,0.19,-32.1,217.0,0.541,28,17,0.0,274.0
NEG-baksa-2022-02-25,baksa,,2022-02-25,0,28.7643,78.00321,0,0.0,0.0,0.0,26.19,7.3,0.0,0.12,-14.3,217.0,0.541,32,20,0.0,779.0
NEG-baksa-2020-07-03,baksa,,2020-07-03,0,28.7643,78.00321,0,1.5,6.0,17.5,40.45,1.1,1.9,0.12,-25.0,217.0,0.541,32,20,0.0,177.0
NEG-baksa-2016-02-25,baksa,,2016-02-25,0,28.7643,78.00321,0,0.0,8.6,9.0,27.770000000000003,0.0,0.0,0.11,0.0,217.0,0.541,28,17,0.0,177.0
NEG-baksa-2021-06-09,baksa,,2021-06-09,0,28.7643,78.00321,0,0.1,0.7,2.0,40.12,0.0,4.2,0.12,0.0,217.0,0.541,32,20,0.0,518.0
NEG-baksa-2018-03-10,baksa,,2018-03-10,0,28.7643,78.00321,0,1.4,1.5,5.2,33.47,0.0,0.0,0.12,0.0,217.0,0.541,29,18,0.0,629.0
NEG-baksa-2020-04-06,baksa,,2020-04-06,0,28.7643,78.00321,0,0.0,0.0,1.7,42.93,0.0,0.0,0.12,0.0,217.0,0.541,32,20,0.0,89.0
NEG-baksa-2020-05-14,baksa,,2020-05-14,0,28.7643,78.00321,0,2.2,11.2,29.899999999999995,40.12,0.0,0.0,0.12,-25.0,217.0,0.541,32,20,0.0,127.0
NEG-baksa-2019-12-10,baksa,,2019-12-10,0,28.7643,78.00321,0,0.0,0.0,36.8,16.01,0.0,10.8,0.11,-8.3,217.0,0.541,30,19,0.0,64.0
NEG-baksa-2018-10-27,baksa,,2018-10-27,0,28.7643,78.00321,0,0.0,0.0,0.1,27.2,0.0,0.0,0.12,0.0,217.0,0.541,29,18,0.0,860.0
NEG-baksa-2017-01-25,baksa,,2017-01-25,0,28.7643,78.00321,0,0.0,0.0,1.2999999999999998,19.189999999999998,14.8,14.2,0.09,-25.0,217.0,0.541,29,18,0.0,220.0
NEG-baksa-2015-07-30,baksa,,2015-07-30,0,28.7643,78.00321,0,0.0,5.4,122.69999999999999,31.840000000000003,3.8,2.8,0.66,-52.2,217.0,0.541,26,17,0.0,16.0
NEG-baksa-2017-10-31,baksa,,2017-10-31,0,28.7643,78.00321,0,0.0,0.0,0.0,25.470000000000002,0.0,0.0,0.13,-7.1,217.0,0.541,29,18,0.0,499.0
NEG-baksa-2020-05-10,baksa,,2020-05-10,0,28.7643,78.00321,0,8.6,25.699999999999996,39.3,38.0,2.2,0.0,0.12,-25.0,217.0,0.541,32,20,0.0,123.0
NEG-baksa-2016-04-12,baksa,,2016-04-12,0,28.7643,78.00321,0,0.0,0.2,0.6000000000000001,47.35000000000001,0.0,0.0,0.12,0.0,217.0,0.541,28,17,0.0,224.0
NEG-baksa-2015-09-25,baksa,,2015-09-25,0,28.7643,78.00321,0,16.700000000000003,45.1,47.699999999999996,25.95,0.2,0.0,0.19,18.8,217.0,0.541,28,17,0.0,24.0
NEG-baksa-2019-06-30,baksa,,2019-06-30,0,28.7643,78.00321,0,0.0,6.1,6.1,46.18,0.0,0.0,0.12,0.0,217.0,0.541,29,18,0.0,1106.0
NEG-baksa-2020-07-07,baksa,,2020-07-07,0,28.7643,78.00321,0,5.4,10.200000000000001,21.9,36.19,5.3,9.6,0.16,14.3,217.0,0.541,32,20,0.0,181.0
NEG-baksa-2015-10-31,baksa,,2015-10-31,0,28.7643,78.00321,0,1.2,2.7,4.4,26.35,0.0,0.0,0.12,0.0,217.0,0.541,28,17,0.0,60.0
NEG-baksa-2021-06-21,baksa,,2021-06-21,0,28.7643,78.00321,0,12.5,18.2,27.5,31.32,0.0,0.0,0.19,18.8,217.0,0.541,32,20,0.0,530.0
NEG-baksa-2022-01-22,baksa,,2022-01-22,0,28.7643,78.00321,0,5.0,5.0,85.79999999999998,13.11,12.7,0.0,0.14,0.0,217.0,0.541,32,20,0.0,745.0
NEG-baksa-2022-09-12,baksa,,2022-09-12,0,28.7643,78.00321,0,8.9,9.0,12.2,35.91,6.0,2.9,0.13,-7.1,217.0,0.541,117,21,0.0,55.0
NEG-baksa-2015-08-08,baksa,,2015-08-08,0,28.7643,78.00321,0,15.3,28.699999999999996,37.099999999999994,23.2,5.7,6.7,0.55,0.0,217.0,0.541,26,17,0.0,25.0
NEG-baksa-2016-09-13,baksa,,2016-09-13,0,28.7643,78.00321,0,0.0,0.6000000000000001,60.7,34.13,0.0,1.6,0.15,-50.0,217.0,0.541,29,18,0.0,86.0
NEG-baksa-2016-09-03,baksa,,2016-09-03,0,28.7643,78.00321,0,39.5,81.30000000000001,99.9,24.33,0.1,0.3,0.56,143.5,217.0,0.541,29,18,0.0,76.0
NEG-baksa-2021-04-24,baksa,,2021-04-24,0,28.7643,78.00321,0,2.2,2.5,2.5,46.96,0.0,0.0,0.12,0.0,217.0,0.541,32,20,0.0,472.0
NEG-baksa-2018-05-29,baksa,,2018-05-29,0,28.7643,78.00321,0,0.0,2.0,2.8,51.69,5.4,0.4,0.12,0.0,217.0,0.541,29,18,0.0,709.0
NEG-baksa-2015-12-15,baksa,,2015-12-15,0,28.7643,78.00321,0,0.0,0.5,0.5,16.39,0.0,0.0,0.1,0.0,217.0,0.541,28,17,0.0,105.0
NEG-baksa-2017-10-13,baksa,,2017-10-13,0,28.7643,78.00321,0,0.0,0.0,0.0,28.59,0.0,0.0,0.18,-37.9,217.0,0.541,29,18,0.0,481.0
NEG-baksa-2016-04-30,baksa,,2016-04-30,0,28.7643,78.00321,0,0.0,0.0,0.0,58.35000000000001,0.0,0.0,0.12,0.0,217.0,0.541,28,17,0.0,242.0
NEG-baksa-2021-04-04,baksa,,2021-04-04,0,28.7643,78.00321,0,0.0,0.0,0.30000000000000004,53.09,0.0,0.0,0.12,0.0,217.0,0.541,32,20,0.0,452.0
NEG-baksa-2023-07-29,baksa,,2023-07-29,0,28.7643,78.00321,0,53.800000000000004,67.7,121.9,28.79,1.0,0.3,0.87,47.5,217.0,0.541,138,22,0.0,24.0
NEG-baksa-2019-09-01,baksa,,2019-09-01,0,28.7643,78.00321,0,13.600000000000001,30.0,84.1,29.310000000000002,0.8,6.9,0.45,-18.2,217.0,0.541,29,18,0.0,1169.0
NEG-baksa-2021-10-19,baksa,,2021-10-19,0,28.7643,78.00321,0,62.2,62.2,65.1,25.37,0.0,0.0,0.87,569.2,217.0,0.541,32,20,0.0,650.0
NEG-baksa-2021-09-07,baksa,,2021-09-07,0,28.7643,78.00321,0,6.8,28.900000000000002,46.199999999999996,25.450000000000003,1.9,3.6,0.2,-13.0,217.0,0.541,32,20,0.0,608.0
NEG-baksa-2023-11-13,baksa,,2023-11-13,0,28.7643,78.00321,0,11.0,11.0,11.0,20.46,0.0,0.0,0.13,8.3,217.0,0.541,139,22,0.0,78.0
NEG-baksa-2021-12-08,baksa,,2021-12-08,0,28.7643,78.00321,0,1.3,2.1,2.1,13.73,0.0,0.0,0.11,0.0,217.0,0.541,32,20,0.0,700.0
NEG-baksa-2017-07-13,baksa,,2017-07-13,0,28.7643,78.00321,0,19.8,26.200000000000003,119.0,25.660000000000004,4.0,6.5,0.26,4.0,217.0,0.541,29,18,0.0,389.0
NEG-baksa-2023-09-13,baksa,,2023-09-13,0,28.7643,78.00321,0,24.8,55.4,65.7,27.3,6.1,1.9,0.37,85.0,217.0,0.541,139,22,0.0,17.0
NEG-baksa-2020-11-10,baksa,,2020-11-10,0,28.7643,78.00321,0,0.0,0.0,0.0,26.889999999999997,0.0,0.0,0.12,0.0,217.0,0.541,32,20,0.0,307.0
NEG-baksa-2019-04-08,baksa,,2019-04-08,0,28.7643,78.00321,0,0.8,0.8,1.2,42.49,0.0,0.0,0.12,0.0,217.0,0.541,29,18,0.0,1023.0
NEG-baksa-2020-01-20,baksa,,2020-01-20,0,28.7643,78.00321,0,2.5,17.7,37.699999999999996,12.25,0.0,0.0,0.16,-15.8,217.0,0.541,32,20,0.0,12.0
NEG-baksa-2019-12-19,baksa,,2019-12-19,0,28.7643,78.00321,0,0.0,35.300000000000004,35.300000000000004,11.25,0.0,0.3,0.14,-26.3,217.0,0.541,30,19,0.0,73.0
NEG-baksa-2018-05-02,baksa,,2018-05-02,0,28.7643,78.00321,0,6.0,6.6,7.6,46.47,0.0,1.5,0.12,0.0,217.0,0.541,29,18,0.0,682.0
NEG-baksa-2021-08-07,baksa,,2021-08-07,0,28.7643,78.00321,0,0.8999999999999999,24.400000000000002,104.5,29.32,10.5,9.6,0.78,-40.0,217.0,0.541,32,20,0.0,577.0
NEG-baksa-2019-10-23,baksa,,2019-10-23,0,28.7643,78.00321,0,0.0,1.3,1.3,28.909999999999997,0.0,0.0,0.12,-7.7,217.0,0.541,30,19,0.0,16.0
NEG-baksa-2018-06-04,baksa,,2018-06-04,0,28.7643,78.00321,0,3.4,12.200000000000001,14.200000000000001,46.75999999999999,0.0,2.5,0.12,0.0,217.0,0.541,29,18,0.0,715.0
NEG-baksa-2021-05-18,baksa,,2021-05-18,0,28.7643,78.00321,0,0.2,2.4000000000000004,10.799999999999999,38.93,83.9,59.7,0.12,-25.0,217.0,0.541,32,20,0.0,496.0
NEG-baksa-2021-12-18,baksa,,2021-12-18,0,28.7643,78.00321,0,0.0,0.0,1.3,15.69,0.0,0.0,0.11,0.0,217.0,0.541,32,20,0.0,710.0
NEG-baksa-2021-11-02,baksa,,2021-11-02,0,28.7643,78.00321,0,0.0,0.0,0.0,24.049999999999997,0.0,0.0,0.13,-27.8,217.0,0.541,32,20,0.0,664.0
NEG-baksa-2023-04-20,baksa,,2023-04-20,0,28.7643,78.00321,0,0.0,0.0,0.0,51.980000000000004,0.1,0.0,0.12,0.0,217.0,0.541,117,21,0.0,275.0
NEG-baksa-2016-02-11,baksa,,2016-02-11,0,28.7643,78.00321,0,0.0,4.6,4.6,22.25,0.0,0.4,0.11,0.0,217.0,0.541,28,17,0.0,163.0
NEG-baksa-2023-07-22,baksa,,2023-07-22,0,28.7643,78.00321,0,3.7,54.2,183.5,28.849999999999998,0.5,9.6,0.59,-35.2,217.0,0.541,138,22,0.0,17.0
NEG-baksa-2017-05-01,baksa,,2017-05-01,0,28.7643,78.00321,0,5.0,5.6,6.5,51.559999999999995,0.0,0.1,0.12,0.0,217.0,0.541,29,18,0.0,316.0
NEG-baksa-2022-01-06,baksa,,2022-01-06,0,28.7643,78.00321,0,6.6,6.6,14.1,12.94,3.9,42.4,0.16,45.5,217.0,0.541,32,20,0.0,729.0
NEG-baksa-2017-05-14,baksa,,2017-05-14,0,28.7643,78.00321,0,1.6,5.0,7.699999999999999,52.120000000000005,0.0,0.2,0.12,0.0,217.0,0.541,29,18,0.0,329.0
